1,"2019-11-30 11:58:47",6,0.13,90,0.7,0.5,0.3,60,965,1,0.001,27,19,250,5900,0.2,5200,10,0.2,0.01,215,195,8000,6.0,0.2,0.4,0.6,0.8,30.0,220.0,5000,215,0,590,1,1,0,1,10,20,30,80,85,90,95,98,8000,12000,14500,16500,16500,16500,16000,15000,14500,13000,4.1,12.0,24.0,0.0,12000,12000,2.0,0.5,0.02,0.07,0.02,30.0,2000,400,600,95,5,15,23.5,340,0.0,0.0,3.9,2.0,0.4,5.3,0.8,0.2,3.5,3.5,0.3,95,0,0,0
2,"2019-11-30 11:58:47",18,0.13,90,0.8,0.1,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.2,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.02,0.06,0.00,30.0,2200,400,600,115,5,20,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,4.0,0.3,95,0,0,0
3,"2019-11-30 11:58:47",18,0.13,90,0.8,0.1,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.2,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,600,115,5,20,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,4.0,0.3,95,0,0,0
4,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,600,115,5,20,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,4.0,0.3,95,0,0,0
5,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,600,115,5,1,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,4.0,0.3,95,0,0,0
6,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,600,115,5,1,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,5.0,0.3,95,0,0,0
7,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,200,115,5,1,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,5.0,0.3,95,0,0,0
8,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,5500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,200,115,5,30,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,5.0,0.3,95,0,0,0
9,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,6500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,200,115,5,30,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,3.5,0.3,95,0,0,0
10,"2019-11-30 11:58:47",18,0.13,90,0.8,0.5,0.3,60,965,1,0.001,27,19,250,6000,0.2,4200,10,0.4,0.01,215,195,6500,6.0,0.2,0.4,0.6,0.8,30.0,9.0,4000,205,0,590,0,1,0,5,10,20,30,80,85,90,95,98,9000,12000,14000,16000,18000,18000,17000,16000,14500,13000,4.5,10.0,24.0,0.0,12000,12000,2.0,2.0,0.01,0.06,0.00,30.0,2200,400,600,115,5,30,23.5,340,0.0,0.0,3.5,2.0,0.4,5.3,0.8,0.2,3.5,3.5,0.3,95,0,0,0
